device_id,timestamp,cpu_utilization,memory_utilization,error_count,uptime_flag
DEV-001,2025-03-09 23:00:00,41.08,58.23,0,1
DEV-001,2025-03-10 00:00:00,40.28,45.9,0,1
DEV-001,2025-03-10 01:00:00,40.75,50.86,0,1
DEV-001,2025-03-10 02:00:00,31.2,62.67,0,1
DEV-001,2025-03-10 03:00:00,40.95,64.54,0,1
DEV-001,2025-03-10 04:00:00,31.62,55.07,1,1
DEV-001,2025-03-10 05:00:00,41.98,64.67,0,1
DEV-001,2025-03-10 06:00:00,33.51,54.26,0,1
DEV-001,2025-03-10 07:00:00,31.13,52.78,0,1
DEV-001,2025-03-10 08:00:00,42.25,61.65,0,1
DEV-001,2025-03-10 09:00:00,39.66,56.47,0,1
DEV-001,2025-03-10 10:00:00,38.12,56.67,0,1
DEV-001,2025-03-10 11:00:00,43.92,55.89,0,1
DEV-001,2025-03-10 12:00:00,40.38,58.37,0,1
DEV-001,2025-03-10 13:00:00,37.03,66.8,0,1
DEV-001,2025-03-10 14:00:00,34.45,61.98,0,1
DEV-001,2025-03-10 15:00:00,35.17,62.86,1,1
DEV-001,2025-03-10 16:00:00,38.12,53.13,0,1
DEV-001,2025-03-10 17:00:00,41.1,59.57,0,1
DEV-001,2025-03-10 18:00:00,27.33,69.58,0,1
DEV-001,2025-03-10 19:00:00,38.54,56.57,0,1
DEV-001,2025-03-10 20:00:00,37.05,66.96,0,1
DEV-001,2025-03-10 21:00:00,32.26,61.38,0,1
DEV-001,2025-03-10 22:00:00,32.07,60.8,1,1
DEV-001,2025-03-10 23:00:00,38.46,55.76,0,1
DEV-001,2025-03-11 00:00:00,40.09,61.49,1,1
DEV-001,2025-03-11 01:00:00,45.51,57.59,0,1
DEV-001,2025-03-11 02:00:00,47.49,69.15,0,1
DEV-001,2025-03-11 03:00:00,43.01,57.73,0,1
DEV-001,2025-03-11 04:00:00,40.41,57.16,0,1
DEV-001,2025-03-11 05:00:00,34.82,60.49,0,1
DEV-001,2025-03-11 06:00:00,43.41,56.06,0,1
DEV-001,2025-03-11 07:00:00,31.14,62.36,0,1
DEV-001,2025-03-11 08:00:00,38.8,64.13,0,1
DEV-001,2025-03-11 09:00:00,31.58,57.75,0,1
DEV-001,2025-03-11 10:00:00,35.47,60.34,0,1
DEV-001,2025-03-11 11:00:00,40.72,59.11,0,1
DEV-001,2025-03-11 12:00:00,42.88,57.38,0,1
DEV-001,2025-03-11 13:00:00,32.01,43.13,0,1
DEV-001,2025-03-11 14:00:00,35.8,64.85,0,1
DEV-001,2025-03-11 15:00:00,51.27,57.49,0,1
DEV-001,2025-03-11 16:00:00,37.16,66.29,0,1
DEV-001,2025-03-11 17:00:00,36.16,57.01,1,1
DEV-001,2025-03-11 18:00:00,36.74,52.69,0,1
DEV-001,2025-03-11 19:00:00,37.23,58.33,0,1
DEV-001,2025-03-11 20:00:00,27.24,62.71,0,1
DEV-001,2025-03-11 21:00:00,36.99,60.9,0,1
DEV-001,2025-03-11 22:00:00,36.18,51.03,0,1
DEV-001,2025-03-11 23:00:00,40.8,54.36,0,1
DEV-001,2025-03-12 00:00:00,44.63,56.92,0,1
DEV-001,2025-03-12 01:00:00,30.55,60.51,0,1
DEV-001,2025-03-12 02:00:00,39.03,57.78,0,1
DEV-001,2025-03-12 03:00:00,32.79,64.8,1,1
DEV-001,2025-03-12 04:00:00,37.35,52.37,0,1
DEV-001,2025-03-12 05:00:00,37.18,60.22,1,1
DEV-001,2025-03-12 06:00:00,42.11,53.76,0,1
DEV-001,2025-03-12 07:00:00,35.6,59.74,0,1
DEV-001,2025-03-12 08:00:00,40.43,62.11,0,1
DEV-001,2025-03-12 09:00:00,33.44,56.69,0,1
DEV-001,2025-03-12 10:00:00,44.25,55.75,0,1
DEV-001,2025-03-12 11:00:00,36.5,54.6,1,1
DEV-001,2025-03-12 12:00:00,36.71,66.03,0,1
DEV-001,2025-03-12 13:00:00,34.68,61.41,0,1
DEV-001,2025-03-12 14:00:00,49.18,57.83,1,1
DEV-001,2025-03-12 15:00:00,34.31,59.3,0,1
DEV-001,2025-03-12 16:00:00,41.84,63.76,0,1
DEV-001,2025-03-12 17:00:00,36.11,60.36,0,1
DEV-001,2025-03-12 18:00:00,34.06,52.26,0,1
DEV-001,2025-03-12 19:00:00,24.62,57.48,1,1
DEV-001,2025-03-12 20:00:00,34.82,59.77,0,1
DEV-001,2025-03-12 21:00:00,52.88,65.81,0,1
DEV-001,2025-03-12 22:00:00,35.23,56.55,0,1
DEV-001,2025-03-12 23:00:00,30.79,61.18,0,1
DEV-001,2025-03-13 00:00:00,40.41,62.08,0,1
DEV-001,2025-03-13 01:00:00,42.46,65.88,0,1
DEV-001,2025-03-13 02:00:00,38.35,60.97,0,1
DEV-001,2025-03-13 03:00:00,40.65,56.64,0,1
DEV-001,2025-03-13 04:00:00,38.5,56.9,0,1
DEV-001,2025-03-13 05:00:00,38.63,62.19,0,1
DEV-001,2025-03-13 06:00:00,32.43,50.58,0,1
DEV-001,2025-03-13 07:00:00,32.17,58.97,0,1
DEV-001,2025-03-13 08:00:00,43.54,55.71,0,1
DEV-001,2025-03-13 09:00:00,35.53,53.93,0,1
DEV-001,2025-03-13 10:00:00,39.4,56.79,0,1
DEV-001,2025-03-13 11:00:00,35.01,53.25,0,1
DEV-001,2025-03-13 12:00:00,33.01,60.53,1,1
DEV-001,2025-03-13 13:00:00,44.15,49.71,1,1
DEV-001,2025-03-13 14:00:00,35.38,53.36,0,1
DEV-001,2025-03-13 15:00:00,44.25,65.48,0,1
DEV-001,2025-03-13 16:00:00,37.98,54.52,0,1
DEV-001,2025-03-13 17:00:00,40.43,66.09,0,1
DEV-001,2025-03-13 18:00:00,40.75,63.42,0,1
DEV-001,2025-03-13 19:00:00,31.04,58.3,0,1
DEV-001,2025-03-13 20:00:00,37.24,57.78,0,1
DEV-001,2025-03-13 21:00:00,45.16,64.63,0,1
DEV-001,2025-03-13 22:00:00,35.65,57.64,0,1
DEV-001,2025-03-13 23:00:00,37.51,65.16,1,1
DEV-001,2025-03-14 00:00:00,42.4,52.01,0,1
DEV-001,2025-03-14 01:00:00,48.52,65.01,0,1
DEV-001,2025-03-14 02:00:00,33.79,52.34,0,1
DEV-001,2025-03-14 03:00:00,39.94,56.73,0,1
DEV-001,2025-03-14 04:00:00,41.44,63.86,0,1
DEV-001,2025-03-14 05:00:00,42.78,60.0,0,1
DEV-001,2025-03-14 06:00:00,37.23,61.53,0,1
DEV-001,2025-03-14 07:00:00,40.11,58.37,0,1
DEV-001,2025-03-14 08:00:00,34.21,57.84,0,1
DEV-001,2025-03-14 09:00:00,42.66,55.57,0,1
DEV-001,2025-03-14 10:00:00,45.13,58.61,0,1
DEV-001,2025-03-14 11:00:00,27.13,54.25,0,1
DEV-001,2025-03-14 12:00:00,44.38,59.59,0,1
DEV-001,2025-03-14 13:00:00,47.71,60.47,0,1
DEV-001,2025-03-14 14:00:00,38.92,58.28,0,1
DEV-001,2025-03-14 15:00:00,46.78,63.87,0,1
DEV-001,2025-03-14 16:00:00,38.45,70.97,0,1
DEV-001,2025-03-14 17:00:00,34.15,57.89,0,1
DEV-001,2025-03-14 18:00:00,36.92,61.85,0,1
DEV-001,2025-03-14 19:00:00,39.05,67.93,0,1
DEV-001,2025-03-14 20:00:00,41.53,54.77,0,1
DEV-001,2025-03-14 21:00:00,36.63,52.21,0,1
DEV-001,2025-03-14 22:00:00,41.15,52.64,0,1
DEV-001,2025-03-14 23:00:00,35.93,65.15,0,1
DEV-001,2025-03-15 00:00:00,45.48,62.68,0,1
DEV-001,2025-03-15 01:00:00,34.71,59.12,0,1
DEV-001,2025-03-15 02:00:00,26.97,69.23,1,1
DEV-001,2025-03-15 03:00:00,37.2,55.34,0,1
DEV-001,2025-03-15 04:00:00,25.13,50.64,0,1
DEV-001,2025-03-15 05:00:00,32.33,56.81,0,1
DEV-001,2025-03-15 06:00:00,39.95,63.96,0,1
DEV-001,2025-03-15 07:00:00,41.15,61.71,1,1
DEV-001,2025-03-15 08:00:00,41.07,70.99,0,1
DEV-001,2025-03-15 09:00:00,36.2,50.95,0,1
DEV-001,2025-03-15 10:00:00,45.61,60.93,0,1
DEV-001,2025-03-15 11:00:00,33.28,59.68,0,1
DEV-001,2025-03-15 12:00:00,41.63,64.37,1,1
DEV-001,2025-03-15 13:00:00,27.12,58.9,0,1
DEV-001,2025-03-15 14:00:00,39.64,63.17,0,1
DEV-001,2025-03-15 15:00:00,39.2,57.66,0,1
DEV-001,2025-03-15 16:00:00,35.86,62.72,0,1
DEV-001,2025-03-15 17:00:00,41.04,59.11,0,1
DEV-001,2025-03-15 18:00:00,42.19,57.07,0,1
DEV-001,2025-03-15 19:00:00,35.81,52.31,0,1
DEV-001,2025-03-15 20:00:00,38.21,60.15,0,1
DEV-001,2025-03-15 21:00:00,37.39,60.46,0,1
DEV-001,2025-03-15 22:00:00,35.3,50.89,0,1
DEV-001,2025-03-15 23:00:00,40.54,51.24,0,1
DEV-001,2025-03-16 00:00:00,45.21,59.44,0,1
DEV-001,2025-03-16 01:00:00,32.52,59.69,0,1
DEV-001,2025-03-16 02:00:00,28.82,60.12,0,1
DEV-001,2025-03-16 03:00:00,42.27,70.64,1,1
DEV-001,2025-03-16 04:00:00,37.91,55.45,0,1
DEV-001,2025-03-16 05:00:00,40.63,57.63,0,1
DEV-001,2025-03-16 06:00:00,30.53,67.53,0,1
DEV-001,2025-03-16 07:00:00,31.11,54.86,0,1
DEV-001,2025-03-16 08:00:00,33.66,59.35,1,1
DEV-001,2025-03-16 09:00:00,42.63,61.52,0,1
DEV-001,2025-03-16 10:00:00,37.65,63.04,0,1
DEV-001,2025-03-16 11:00:00,32.12,59.42,0,1
DEV-001,2025-03-16 12:00:00,49.19,57.34,0,1
DEV-001,2025-03-16 13:00:00,37.29,51.99,1,1
DEV-001,2025-03-16 14:00:00,45.86,56.07,0,1
DEV-001,2025-03-16 15:00:00,33.82,50.73,0,1
DEV-001,2025-03-16 16:00:00,36.2,58.67,0,1
DEV-001,2025-03-16 17:00:00,34.24,62.07,0,1
DEV-001,2025-03-16 18:00:00,36.12,58.94,0,1
DEV-001,2025-03-16 19:00:00,40.43,62.35,1,1
DEV-001,2025-03-16 20:00:00,35.81,59.7,0,1
DEV-001,2025-03-16 21:00:00,39.45,61.28,0,1
DEV-001,2025-03-16 22:00:00,40.4,56.76,0,1
DEV-001,2025-03-16 23:00:00,34.03,55.72,0,1
DEV-001,2025-03-17 00:00:00,35.37,64.3,0,1
DEV-001,2025-03-17 01:00:00,42.03,59.63,1,1
DEV-001,2025-03-17 02:00:00,36.87,57.96,0,1
DEV-001,2025-03-17 03:00:00,36.98,63.96,0,1
DEV-001,2025-03-17 04:00:00,40.08,56.37,1,1
DEV-001,2025-03-17 05:00:00,33.14,58.96,0,1
DEV-001,2025-03-17 06:00:00,31.65,59.06,0,1
DEV-001,2025-03-17 07:00:00,38.86,48.64,0,1
DEV-001,2025-03-17 08:00:00,33.08,66.04,0,1
DEV-001,2025-03-17 09:00:00,33.66,53.37,0,1
DEV-001,2025-03-17 10:00:00,31.75,60.29,0,1
DEV-001,2025-03-17 11:00:00,40.24,68.02,0,1
DEV-001,2025-03-17 12:00:00,45.26,49.04,0,1
DEV-001,2025-03-17 13:00:00,38.58,56.78,1,1
DEV-001,2025-03-17 14:00:00,42.69,49.24,0,1
DEV-001,2025-03-17 15:00:00,38.76,55.91,0,1
DEV-001,2025-03-17 16:00:00,34.31,58.81,0,1
DEV-001,2025-03-17 17:00:00,36.35,66.21,0,1
DEV-001,2025-03-17 18:00:00,42.64,57.33,0,1
DEV-001,2025-03-17 19:00:00,34.56,57.27,0,1
DEV-001,2025-03-17 20:00:00,38.24,62.87,0,1
DEV-001,2025-03-17 21:00:00,28.94,65.16,0,1
DEV-001,2025-03-17 22:00:00,32.36,59.33,0,1
DEV-001,2025-03-17 23:00:00,41.11,59.32,0,1
DEV-001,2025-03-18 00:00:00,39.29,61.54,0,1
DEV-001,2025-03-18 01:00:00,33.27,62.23,0,1
DEV-001,2025-03-18 02:00:00,46.41,59.08,0,1
DEV-001,2025-03-18 03:00:00,35.46,46.28,0,1
DEV-001,2025-03-18 04:00:00,35.35,61.09,0,1
DEV-001,2025-03-18 05:00:00,40.15,68.19,0,1
DEV-001,2025-03-18 06:00:00,32.21,57.73,0,1
DEV-001,2025-03-18 07:00:00,48.55,60.97,0,1
DEV-001,2025-03-18 08:00:00,38.39,63.2,0,1
DEV-001,2025-03-18 09:00:00,45.4,57.47,0,1
DEV-001,2025-03-18 10:00:00,42.35,58.95,0,1
DEV-001,2025-03-18 11:00:00,41.88,58.03,0,1
DEV-001,2025-03-18 12:00:00,41.59,61.13,0,1
DEV-001,2025-03-18 13:00:00,35.49,63.09,0,1
DEV-001,2025-03-18 14:00:00,35.16,51.6,0,1
DEV-001,2025-03-18 15:00:00,33.41,57.01,0,1
DEV-001,2025-03-18 16:00:00,29.36,69.13,0,1
DEV-001,2025-03-18 17:00:00,39.8,60.46,0,1
DEV-001,2025-03-18 18:00:00,43.45,54.92,0,1
DEV-001,2025-03-18 19:00:00,35.68,54.67,0,1
DEV-001,2025-03-18 20:00:00,30.81,62.63,0,1
DEV-001,2025-03-18 21:00:00,48.06,60.89,0,1
DEV-001,2025-03-18 22:00:00,35.44,62.93,0,1
DEV-001,2025-03-18 23:00:00,40.54,48.62,0,1
DEV-001,2025-03-19 00:00:00,34.29,62.31,0,1
DEV-001,2025-03-19 01:00:00,38.88,65.8,0,1
DEV-001,2025-03-19 02:00:00,31.41,65.83,0,1
DEV-001,2025-03-19 03:00:00,40.48,50.39,0,1
DEV-001,2025-03-19 04:00:00,30.01,54.42,0,1
DEV-001,2025-03-19 05:00:00,47.56,61.83,0,1
DEV-001,2025-03-19 06:00:00,36.45,57.45,0,1
DEV-001,2025-03-19 07:00:00,38.91,60.3,0,1
DEV-001,2025-03-19 08:00:00,36.85,54.76,0,1
DEV-001,2025-03-19 09:00:00,42.36,55.28,0,1
DEV-001,2025-03-19 10:00:00,36.13,65.18,0,1
DEV-001,2025-03-19 11:00:00,36.19,55.73,0,1
DEV-001,2025-03-19 12:00:00,29.94,57.91,1,1
DEV-001,2025-03-19 13:00:00,38.61,53.02,1,1
DEV-001,2025-03-19 14:00:00,42.91,60.07,0,1
DEV-001,2025-03-19 15:00:00,29.44,55.53,0,1
DEV-001,2025-03-19 16:00:00,34.8,57.74,0,1
DEV-001,2025-03-19 17:00:00,43.62,58.1,0,1
DEV-001,2025-03-19 18:00:00,33.63,56.52,0,1
DEV-001,2025-03-19 19:00:00,42.05,55.67,1,1
DEV-001,2025-03-19 20:00:00,39.67,57.49,0,1
DEV-001,2025-03-19 21:00:00,32.22,61.15,0,1
DEV-001,2025-03-19 22:00:00,42.49,54.52,0,1
DEV-001,2025-03-19 23:00:00,36.12,48.01,0,1
DEV-001,2025-03-20 00:00:00,43.17,54.45,0,1
DEV-001,2025-03-20 01:00:00,38.33,64.83,0,1
DEV-001,2025-03-20 02:00:00,33.35,50.99,0,1
DEV-001,2025-03-20 03:00:00,28.46,57.64,1,1
DEV-001,2025-03-20 04:00:00,37.8,54.38,0,1
DEV-001,2025-03-20 05:00:00,36.31,57.38,0,1
DEV-001,2025-03-20 06:00:00,44.31,57.5,0,1
DEV-001,2025-03-20 07:00:00,28.3,54.94,0,1
DEV-001,2025-03-20 08:00:00,32.01,58.67,0,1
DEV-001,2025-03-20 09:00:00,36.71,68.28,0,1
DEV-001,2025-03-20 10:00:00,40.53,56.23,0,1
DEV-001,2025-03-20 11:00:00,40.79,53.65,0,1
DEV-001,2025-03-20 12:00:00,41.7,59.13,0,1
DEV-001,2025-03-20 13:00:00,35.49,53.86,0,1
DEV-001,2025-03-20 14:00:00,30.84,48.12,0,1
DEV-001,2025-03-20 15:00:00,42.95,51.63,0,1
DEV-001,2025-03-20 16:00:00,38.69,62.68,0,1
DEV-001,2025-03-20 17:00:00,37.8,54.95,0,1
DEV-001,2025-03-20 18:00:00,31.55,57.03,0,1
DEV-001,2025-03-20 19:00:00,37.51,61.98,0,1
DEV-001,2025-03-20 20:00:00,29.83,64.77,0,1
DEV-001,2025-03-20 21:00:00,30.82,57.6,0,1
DEV-001,2025-03-20 22:00:00,33.67,63.4,0,1
DEV-001,2025-03-20 23:00:00,34.32,53.78,0,1
DEV-001,2025-03-21 00:00:00,34.64,53.12,0,1
DEV-001,2025-03-21 01:00:00,22.14,62.9,0,1
DEV-001,2025-03-21 02:00:00,36.6,62.29,0,1
DEV-001,2025-03-21 03:00:00,30.21,56.91,0,1
DEV-001,2025-03-21 04:00:00,38.03,57.29,0,1
DEV-001,2025-03-21 05:00:00,39.58,60.81,0,1
DEV-001,2025-03-21 06:00:00,39.2,58.71,0,1
DEV-001,2025-03-21 07:00:00,34.0,54.24,0,1
DEV-001,2025-03-21 08:00:00,41.27,57.9,0,1
DEV-001,2025-03-21 09:00:00,40.89,58.32,0,1
DEV-001,2025-03-21 10:00:00,39.09,51.98,0,1
DEV-001,2025-03-21 11:00:00,36.98,56.6,0,1
DEV-001,2025-03-21 12:00:00,42.37,66.01,0,1
DEV-001,2025-03-21 13:00:00,36.72,54.71,0,1
DEV-001,2025-03-21 14:00:00,37.31,62.31,0,1
DEV-001,2025-03-21 15:00:00,37.43,66.95,0,1
DEV-001,2025-03-21 16:00:00,38.96,60.26,0,1
DEV-001,2025-03-21 17:00:00,37.92,56.08,0,1
DEV-001,2025-03-21 18:00:00,35.62,56.51,0,1
DEV-001,2025-03-21 19:00:00,24.4,52.56,0,1
DEV-001,2025-03-21 20:00:00,35.08,64.51,0,1
DEV-001,2025-03-21 21:00:00,43.41,64.2,1,1
DEV-001,2025-03-21 22:00:00,40.13,58.43,0,1
DEV-001,2025-03-21 23:00:00,33.93,57.09,0,1
DEV-001,2025-03-22 00:00:00,44.53,52.97,0,1
DEV-001,2025-03-22 01:00:00,39.65,52.64,0,1
DEV-001,2025-03-22 02:00:00,43.53,47.79,0,1
DEV-001,2025-03-22 03:00:00,41.01,61.68,0,1
DEV-001,2025-03-22 04:00:00,41.17,59.32,0,1
DEV-001,2025-03-22 05:00:00,35.07,63.22,0,1
DEV-001,2025-03-22 06:00:00,31.39,58.49,0,1
DEV-001,2025-03-22 07:00:00,36.36,58.31,1,1
DEV-001,2025-03-22 08:00:00,40.68,60.31,0,1
DEV-001,2025-03-22 09:00:00,35.39,59.57,0,1
DEV-001,2025-03-22 10:00:00,40.01,62.15,0,1
DEV-001,2025-03-22 11:00:00,40.56,47.74,0,1
DEV-001,2025-03-22 12:00:00,33.76,55.71,0,1
DEV-001,2025-03-22 13:00:00,34.39,63.33,0,1
DEV-001,2025-03-22 14:00:00,43.08,59.08,0,1
DEV-001,2025-03-22 15:00:00,36.39,55.79,0,1
DEV-001,2025-03-22 16:00:00,44.07,60.07,1,1
DEV-001,2025-03-22 17:00:00,36.69,71.52,0,1
DEV-001,2025-03-22 18:00:00,37.35,59.61,0,1
DEV-001,2025-03-22 19:00:00,31.33,63.78,0,1
DEV-001,2025-03-22 20:00:00,30.81,69.69,0,1
DEV-001,2025-03-22 21:00:00,35.66,50.66,0,1
DEV-001,2025-03-22 22:00:00,43.12,62.26,0,1
DEV-001,2025-03-22 23:00:00,32.63,61.05,1,1
DEV-001,2025-03-23 00:00:00,37.17,51.76,0,1
DEV-001,2025-03-23 01:00:00,41.34,59.26,0,1
DEV-001,2025-03-23 02:00:00,32.26,58.88,0,1
DEV-001,2025-03-23 03:00:00,39.48,57.75,1,1
DEV-001,2025-03-23 04:00:00,47.58,60.17,0,1
DEV-001,2025-03-23 05:00:00,38.86,54.02,0,1
DEV-001,2025-03-23 06:00:00,31.4,58.97,0,1
DEV-001,2025-03-23 07:00:00,32.59,49.23,0,1
DEV-001,2025-03-23 08:00:00,37.53,55.0,0,1
DEV-001,2025-03-23 09:00:00,46.99,64.13,0,1
DEV-001,2025-03-23 10:00:00,33.29,65.1,0,1
DEV-001,2025-03-23 11:00:00,34.27,45.32,0,1
DEV-001,2025-03-23 12:00:00,29.89,63.75,0,1
DEV-001,2025-03-23 13:00:00,33.72,60.93,0,1
DEV-001,2025-03-23 14:00:00,43.29,60.61,0,1
DEV-001,2025-03-23 15:00:00,39.54,57.63,0,1
DEV-001,2025-03-23 16:00:00,30.27,62.45,0,1
DEV-001,2025-03-23 17:00:00,36.42,63.87,0,1
DEV-001,2025-03-23 18:00:00,36.65,62.86,0,1
DEV-001,2025-03-23 19:00:00,41.98,59.2,0,1
DEV-001,2025-03-23 20:00:00,38.41,56.94,0,1
DEV-001,2025-03-23 21:00:00,42.68,59.48,0,1
DEV-001,2025-03-23 22:00:00,33.61,58.85,0,1
DEV-001,2025-03-23 23:00:00,39.44,58.24,0,1
DEV-001,2025-03-24 00:00:00,47.46,56.74,0,1
DEV-001,2025-03-24 01:00:00,46.07,58.53,0,1
DEV-001,2025-03-24 02:00:00,44.93,64.57,0,1
DEV-001,2025-03-24 03:00:00,33.79,63.34,1,1
DEV-001,2025-03-24 04:00:00,33.58,62.55,0,1
DEV-001,2025-03-24 05:00:00,44.16,61.92,0,1
DEV-001,2025-03-24 06:00:00,41.42,56.22,0,1
DEV-001,2025-03-24 07:00:00,27.84,57.03,0,1
DEV-001,2025-03-24 08:00:00,34.45,66.86,0,1
DEV-001,2025-03-24 09:00:00,42.85,64.08,0,1
DEV-001,2025-03-24 10:00:00,36.84,64.66,0,1
DEV-001,2025-03-24 11:00:00,36.96,50.92,0,1
DEV-001,2025-03-24 12:00:00,44.38,55.66,0,1
DEV-001,2025-03-24 13:00:00,38.74,58.95,0,1
DEV-001,2025-03-24 14:00:00,37.53,51.62,0,1
DEV-001,2025-03-24 15:00:00,44.42,56.78,0,1
DEV-001,2025-03-24 16:00:00,28.84,65.68,0,1
DEV-001,2025-03-24 17:00:00,43.39,69.36,0,1
DEV-001,2025-03-24 18:00:00,30.9,59.11,0,1
DEV-001,2025-03-24 19:00:00,32.07,59.63,0,1
DEV-001,2025-03-24 20:00:00,32.73,57.31,0,1
DEV-001,2025-03-24 21:00:00,34.61,55.32,0,1
DEV-001,2025-03-24 22:00:00,43.77,56.53,0,1
DEV-001,2025-03-24 23:00:00,34.81,55.23,0,1
DEV-001,2025-03-25 00:00:00,39.15,53.78,0,1
DEV-001,2025-03-25 01:00:00,38.92,59.71,1,1
DEV-001,2025-03-25 02:00:00,34.77,57.13,0,1
DEV-001,2025-03-25 03:00:00,36.97,62.08,0,1
DEV-001,2025-03-25 04:00:00,34.54,58.64,0,1
DEV-001,2025-03-25 05:00:00,35.77,48.59,0,1
DEV-001,2025-03-25 06:00:00,39.36,63.27,0,1
DEV-001,2025-03-25 07:00:00,37.93,53.83,0,1
DEV-001,2025-03-25 08:00:00,38.13,57.29,0,1
DEV-001,2025-03-25 09:00:00,39.46,56.89,0,1
DEV-001,2025-03-25 10:00:00,36.4,60.94,0,1
DEV-001,2025-03-25 11:00:00,40.27,49.49,0,1
DEV-001,2025-03-25 12:00:00,29.37,57.16,0,1
DEV-001,2025-03-25 13:00:00,35.25,52.94,0,1
DEV-001,2025-03-25 14:00:00,30.65,53.48,1,1
DEV-001,2025-03-25 15:00:00,37.21,57.1,0,1
DEV-001,2025-03-25 16:00:00,34.62,57.61,0,1
DEV-001,2025-03-25 17:00:00,43.96,68.76,0,1
DEV-001,2025-03-25 18:00:00,39.18,54.05,0,1
DEV-001,2025-03-25 19:00:00,52.94,60.42,0,1
DEV-001,2025-03-25 20:00:00,35.57,60.03,0,1
DEV-001,2025-03-25 21:00:00,31.27,58.88,1,1
DEV-001,2025-03-25 22:00:00,26.14,57.97,0,1
DEV-001,2025-03-25 23:00:00,36.51,53.8,0,1
DEV-001,2025-03-26 00:00:00,42.32,55.63,0,1
DEV-001,2025-03-26 01:00:00,37.64,61.6,0,1
DEV-001,2025-03-26 02:00:00,34.56,58.08,1,1
DEV-001,2025-03-26 03:00:00,33.84,68.89,1,1
DEV-001,2025-03-26 04:00:00,29.7,73.18,0,1
DEV-001,2025-03-26 05:00:00,40.98,54.83,0,1
DEV-001,2025-03-26 06:00:00,30.44,60.83,0,1
DEV-001,2025-03-26 07:00:00,37.64,62.5,0,1
DEV-001,2025-03-26 08:00:00,41.74,52.64,0,1
DEV-001,2025-03-26 09:00:00,36.8,61.97,0,1
DEV-001,2025-03-26 10:00:00,51.57,47.06,0,1
DEV-001,2025-03-26 11:00:00,29.36,46.48,0,1
DEV-001,2025-03-26 12:00:00,36.63,61.23,0,1
DEV-001,2025-03-26 13:00:00,52.98,57.72,0,1
DEV-001,2025-03-26 14:00:00,39.38,62.49,0,1
DEV-001,2025-03-26 15:00:00,43.38,59.7,0,1
DEV-001,2025-03-26 16:00:00,36.87,47.32,0,1
DEV-001,2025-03-26 17:00:00,43.01,66.22,0,1
DEV-001,2025-03-26 18:00:00,32.76,60.31,0,1
DEV-001,2025-03-26 19:00:00,25.31,62.44,0,1
DEV-001,2025-03-26 20:00:00,36.78,54.8,0,1
DEV-001,2025-03-26 21:00:00,37.66,60.36,0,1
DEV-001,2025-03-26 22:00:00,34.24,57.62,1,1
DEV-001,2025-03-26 23:00:00,46.8,54.28,0,1
DEV-001,2025-03-27 00:00:00,38.29,65.82,0,1
DEV-001,2025-03-27 01:00:00,39.06,62.34,0,1
DEV-001,2025-03-27 02:00:00,38.41,56.91,0,1
DEV-001,2025-03-27 03:00:00,28.9,53.0,0,1
DEV-001,2025-03-27 04:00:00,39.28,53.03,0,1
DEV-001,2025-03-27 05:00:00,29.39,57.26,0,1
DEV-001,2025-03-27 06:00:00,52.13,54.04,0,1
DEV-001,2025-03-27 07:00:00,33.04,62.15,0,1
DEV-001,2025-03-27 08:00:00,30.58,50.02,0,1
DEV-001,2025-03-27 09:00:00,33.55,57.71,0,1
DEV-001,2025-03-27 10:00:00,43.71,65.15,0,1
DEV-001,2025-03-27 11:00:00,30.61,58.12,0,1
DEV-001,2025-03-27 12:00:00,34.21,55.53,0,1
DEV-001,2025-03-27 13:00:00,39.17,54.53,0,1
DEV-001,2025-03-27 14:00:00,39.29,54.46,0,1
DEV-001,2025-03-27 15:00:00,39.93,67.85,0,1
DEV-001,2025-03-27 16:00:00,33.4,60.62,0,1
DEV-001,2025-03-27 17:00:00,29.23,56.78,0,1
DEV-001,2025-03-27 18:00:00,30.1,67.38,0,1
DEV-001,2025-03-27 19:00:00,36.78,50.57,0,1
DEV-001,2025-03-27 20:00:00,36.35,62.59,0,1
DEV-001,2025-03-27 21:00:00,42.99,57.11,0,1
DEV-001,2025-03-27 22:00:00,29.64,64.42,0,1
DEV-001,2025-03-27 23:00:00,25.0,60.58,0,1
DEV-001,2025-03-28 00:00:00,36.73,64.32,0,1
DEV-001,2025-03-28 01:00:00,36.57,53.52,0,1
DEV-001,2025-03-28 02:00:00,45.85,54.51,0,1
DEV-001,2025-03-28 03:00:00,38.0,61.36,0,1
DEV-001,2025-03-28 04:00:00,36.32,54.55,0,1
DEV-001,2025-03-28 05:00:00,42.93,60.06,0,1
DEV-001,2025-03-28 06:00:00,40.72,53.52,0,1
DEV-001,2025-03-28 07:00:00,38.31,53.7,1,1
DEV-001,2025-03-28 08:00:00,42.47,50.94,1,1
DEV-001,2025-03-28 09:00:00,38.76,54.53,0,1
DEV-001,2025-03-28 10:00:00,32.66,55.03,0,1
DEV-001,2025-03-28 11:00:00,36.7,56.33,0,1
DEV-001,2025-03-28 12:00:00,45.86,61.22,0,1
DEV-001,2025-03-28 13:00:00,44.28,67.97,0,1
DEV-001,2025-03-28 14:00:00,30.89,62.87,0,1
DEV-001,2025-03-28 15:00:00,36.03,57.0,0,1
DEV-001,2025-03-28 16:00:00,39.96,63.18,0,1
